pmcid,pmid,doi,title,journal,publication_year,publication_date,author_string,is_retracted,is_open_access,full_text_recovered,iorg_occurrences,uses_as_approval_or_protocol,contains_transplant_terms_nearby,contains_date_nearby,contexts
PMC10113079,37082661,10.21037/atm-22-2839,The inhibitory effect of isoliquiritigenin on human platelets <i>in vitro</i>.,,2023,2023-02-07,"Wu Y, Deng C, Wang Y, Ming Z, Mei H, Hu Y.",False,True,True,2,True,False,False,"weeks, they had not taken any antiplatelet drugs. The female participants were in a nonmenstrual period. Informed consent was obtained from all volunteers at the start of our study. In accordance with the Declaration of Helsinki (as revised in 2013), the study was approved by the review boards of Union Hospital and Tongji Medical College (IORG No. IORG0003571). A total of 30 mL of whole blood was obtained with a sodium citrate anticoagulant tube. The platelet-rich plasma (PRP), washed platelets, and platelet-poor plasma (PPP) were isolated from the whole blood. Preparation of PRP, PPP, and washed platelets Whole blood was centrifuged (160 ×g, 15 min) at room temperature. The supernatant (PRP) was caref || for all aspects of the work in ensuring that questions related to the accuracy or integrity of any part of the work are appropriately investigated and resolved. The study was conducted in accordance with the Declaration of Helsinki (as revised in 2013). The study was approved by review boards of Union Hospital and Tongji Medical College (IORG No. IORG0003571), and informed consent was obtained from all the volunteers. Reporting Checklist: The authors have completed the MDAR reporting checklist. Available at https://atm.amegroups.com/article/view/10.21037/atm-22-2839/rc Data Sharing Statement: Available at https://atm.amegroups.com/article/view/10.21037/atm-22-2839/dss Conflicts of Interest: All author"
PMC10929211,38468296,10.1186/s12936-024-04892-4,Factors affecting delays in seeking treatment among malaria patients during the pre-certification phase in China.,,2024,2024-03-11,"Jia L, Chen X, Feng Z, Tang S, Feng D.",False,True,True,2,True,False,False,"stically significant. The Sankey diagram was used to map the treatment-seeking pathways of malaria patients. This specific type of flow diagram uses varying path widths to represent quantities. Ethical approval and consent The study was approved by the Ethics Committee of the Tongji Medical College of Huazhong University of Science and Technology (IORG0003571). Written permission to access and analyse the research data was granted by the National Health Commission of the People’s Republic of China and the administrators of each hospital. Patient information was anonymized and de-identified. Results Sociodemographic characteristics A total of 494 participants were investigated (Table 1 ). The majority o || A1004). Availability of data and materials The dataset analyzed during the current study are available from the corresponding authors on reasonable request. Declarations Ethics approval and consent to participate Ethical approval was obtained from the Ethics Committee of Tongji Medical College, Huazhong University of Science & Technology (IORG No: IORG0003571). Permission to access and analyze the research data was taken from the National Health Commission of People’s Republic China and the administrators of each hospital. Consent for publication Not applicable. Competing interests The authors declare that they have no competing interests. Footnotes Publisher's Note Springer Nature remains neutral with"
PMC10777601,38200529,10.1186/s12912-024-01701-w,Nurses' preferences for interventions to improve infection prevention and control behaviors based on systems engineering initiative to patient safety model: a discrete choice experiment.,,2024,2024-01-10,"Zhou Q, Liu J, Zheng F, Wang Q, Zhang X, Li H, Tan L, Luo W.",False,True,True,1,True,False,False,"rent study, and so are not publicly available. Data are however available from the authors upon reasonable request and with permission of surveyed local institutions. Declarations Ethics approval and consent to participate The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG: IORG0003571). Written informed consent was obtained from the respondents, and any information that could identify participants was guaranteed confidentiality. All methods were carried out in accordance with relevant guidelines and regulations. Consent for publication Not applicable. Conflict of interest The authors declare that they have no known competing fi"
PMC9584647,36276061,10.3389/fonc.2022.991246,Infiltration of the spinal cord and peripheral nerves in multiple myeloma.,,2022,2022-10-06,"Su X, Kong X, Kong X, Lu Z, Zheng C.",False,True,True,1,True,False,False,"PNS often portends a poor prognosis. Data availability statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. Ethics statement The present prospective study was approved by the ethics committee of Tongji Medical College, Huazhong University of Science and Technology (No. IORG0003571). The patients/participants provided their written informed consent to participate in this study. Author contributions Conceived and designed: CZ, XS, and ZL. Analyzed the data: XS and XQK. Manuscript preparation: XS and CZ. Contributed reagents/materials: ZL and XCK. All authors contributed to the article and approved the submitted version. Fundi"
PMC9588377,36285283,10.1155/2022/6890790,Role of GLI1 in Hypoxia-Driven Endometrial Stromal Cell Migration and Invasion in Endometriosis.,,2022,2022-10-15,"Wang L, Liang J, Bi S, Li Y, Zhang W, Xiwen W, Liu Y, Liu H.",False,True,True,2,True,False,False,"lected during the proliferative phase of the normal menstrual cycle. The tissue samples were collected using the Nowak's curette just before the surgical procedure, and transported to the laboratory for research use. This study was approved by the Ethics Committee of Tongji Medical College of Huazhong University of Science and Technology (IORG No: IORG0003571), and all the above patients signed informed consent. All fresh specimens were frozen and stored in liquid nitrogen to further extract protein and RNA. The clinical data about the patients are reported in Supplemental Table 1 . 2.2. Human Primary Eutopic Endometrial Stromal Cells (ESCs) Isolation and Cell Culture Conditions Isolation of primary eu || and all colleagues who helped with this research. Data Availability The datasets generated during and/or analyzed during this study are available from the corresponding author on reasonable request. Ethical Approval This study was approved by the Ethics Committee of Tongji Medical College of Huazhong University of Science and Technology (IORG No: IORG0003571), and all the above patients signed informed consent. Conflicts of Interest The authors declare no competing interests. Authors' Contributions Lili Wang and Jiaxin Liang completed the experiments and data collection and were a major contributor in writing the manuscript. Yi Liu contributed to clinical sample collection. Hengwei Liu performed the i"
PMC9502700,36135443,10.3390/jcdd9090298,Early and Long-Term Outcomes after On-Pump and Off-Pump Coronary-Artery Bypass Grafting in Patients with Severe Left Ventricular Dysfunction and a Giant Left Ventricle.,,2022,2022-09-06,"Wang C, Jiang Y, Wang Q, Tian R, Wang D, Jiang X, Dong N, Chen S, Chen X.",False,True,True,2,True,False,False,"n from off-pump to on-pump surgery were included into the OPCAB group. All surgeons in this study had extensive experience in both approaches over a 10- year period (more than 50 per year, respectively). The Medical Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology approved the ethics of this study (IORG No. IORG0003571) and patient informed consent was waived. 2.2. Surgical Technique The standard median sternum incision was performed to expose the heart in both surgical approaches. For ONABG, the cardiopulmonary bypass technique established by aortic inflow cannulation and right atrium outflow cannulation, or superior and inferior vena cava outflow cannulation, || roject administration, S.C. and X.C. All authors have read and agreed to the published version of the manuscript. Institutional Review Board Statement The study was conducted in accordance with the Declaration of Helsinki and approved by The Medical Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No. IORG0003571; 22 February 2021). Informed Consent Statement Patient informed consent was waived because this study was a retrospective observational study. Data Availability Statement The raw data is available by contacting with the corresponding authors. Conflicts of Interest The authors declare no conflict of interest. Funding Statement This research was fun"
PMC10349751,36107245,10.1007/s00432-022-04350-1,Down-regulated lncRNA ROR in tumor-educated platelets as a liquid-biopsy biomarker for nasopharyngeal carcinoma.,,2023,2022-09-15,"Wei J, Meng X, Wei X, Zhu K, Du L, Wang H.",False,True,True,2,True,True,False,"ion and platelet isolation 50 NPC patients and 33 healthy donors were included in the study. All samples were collected at Cancer Center, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology. The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No: IORG0003571). Informed consent was obtained from all individual participants included in the study. The inclusion criteria of NPC subjects were as follows: 18–85 years old, newly diagnosed with a NPC, no radiotherapy or chemotherapy being received, and no other primary tumors. 2 mL of whole blood samples were obtained from NPC patients and healthy donors, and || ed during the current study are available from the corresponding author on reasonable request. Declarations Conflict of interest The authors have no relevant financial or non-financial interests to disclose. Ethical approval The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No: IORG0003571). Consents to participate Informed consent was obtained from all individual participants included in the study. References Bardelli A Pantel K Liquid biopsies, what we do not know (yet) Cancer Cell 2017 31 2 172 179 10.1016/j.ccell.2017.01.002 28196593 Bardelli A, Pantel K (2017) Liquid biopsies, what we do not know (yet). Cancer Cell 31(2):172–17"
PMC12462849,35234125,10.5152/j.aott.2022.20379,External fixation in the treatment of displaced supracondylar femoral fracture in children: A retrospective case series.,,2022,2022-01-01,"Li J, Chen K, Ma J, Guo X, Yue C, Rai S, Tang X.",False,True,True,2,True,False,True,"mbolized by the disappearance of fracture line and bone callus formation. Limb length discrepancy and valgus deformity were measured on radiographic images. Knee Society Score (KSS) postoperative score and KSS functional score were evaluated at the last followup. 14 This retrospective research was approved by the author’s IRB institution (IORG No: IORG0003571). Each patient’s parents were informed about the treatment protocol and signed consents. Results Fourteen patients diagnosed with supracondylar femoral fractures and treated with external fixators, including 6 males and 8 females, were included in the study. Their general information is shown in Table 1 . The age of the patients ranged from 3.9 to || tcomes and may be an alternative for pediatric displaced supracondylar femoral fracture. Funding Statement This work was supported by the National Natural Science Foundation of China (grant number: 81470100). Footnotes Ethics Committee Approval: The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571) gave final approval on 20/11/2019 for the study Retrospective Research of Surgical Methods in the Treatment of Fractures and malformation in Children in Children, which Xin Tang conducts at the Department of Orthopaedic Surgery, Union Hospital of Tongji Medical College, Huazhong University of Science and Technology. Informed Consent: The patient’"
PMC10047496,36975434,10.3390/curroncol30030221,Nomograms for Predicting Survival Outcomes in Patients with Neuroendocrine Neoplasms of the Gallbladder Undergoing Primary Tumor Resection: A Population-Based Study.,,2023,2023-02-28,"Zhang YR, Hu GC, Fan MK, Yao HL, Jiang C, Shi HY, Lin R.",False,True,True,2,True,False,False,"ER database is publicly accessible and all patient-identifiable information is de-identified, institutional review board approval and informed consent were not necessary for its usage. This study was a retrospective study and was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG number: IORG0003571). This research was carried out in compliance with the Helsinki Declaration of 1964 and its subsequent modifications’ ethical standards. 2.2. Source Data and Screening Criteria The SEER database provides demographic and clinicopathological information on cancer cases for approximately 30.0% of the United States population [ 11 ]. We collected GB-N || ting—original draft: Y.-R.Z. and G.-C.H.; writing—review and editing: H.-Y.S. and R.L. All authors have read and agreed to the published version of the manuscript. Institutional Review Board Statement This retrospective study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG number: IORG0003571), and the final approval date was 11 October 2020. Informed Consent Statement Informed consent was obtained from each patient, and the study conforms to the provisions of the Declaration of Helsinki. Data Availability Statement The authors declare that the research was conducted in the absence of any commercial or financial relationships that coul"
PMC10634287,37953761,10.3389/fcvm.2023.1277825,Donor/recipient ascending aortic diameter ratio as a novel potential metric for donor selection and improved clinical outcomes in heart transplantation: a propensity score-matched study.,,2023,2023-10-25,"Masroor M, Chen Y, Wang Y, Dong N.",False,True,True,2,True,True,False,"and improve clinical outcomes in HTx. Materials and methods Ethical statement All donor grafts were donated to the Red Cross Society of Hubei Province and were allocated by the China Organ Transplant Response System. The study was approved by the ethics committee of Tongji Medical College of Huazhong University of Science and Technology (IORG No.: IORG0003571) and was performed in accordance with the national program for deceased-donor organ donation in China ( 11 ) (national protocol for China category I) ( 12 ). Written informed consent was obtained from all patients or their guardians. The clinical and research activities are consistent with the principles of the Declaration of Istanbul and the Decl || undation of China (82001701). Data availability statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. Ethics statement The studies involving humans were approved by the Ethics Committee of Tongji Medical College of Huazhong University of Science and Technology (IORG No.: IORG0003571). The studies were conducted in accordance with the local legislation and institutional requirements. The participants provided their written informed consent to participate in this study. Author contributions MM: Conceptualization, Methodology, Formal analysis, Writing – original draft, Writing – review & editing. YC: Formal analysis, Writing – r"
PMC9411980,36034556,10.3389/fped.2022.950211,Case report: Reconstruction of distal medial tibial epiphysis using iliac crest apophyseal autograft.,,2022,2022-08-12,"Zhu C, Shi B, Rai S, Zhong H, Tang X.",False,True,True,1,True,False,False,"ginal contributions presented in the study are included in the article/supplementary material, further inquiries can be directed to the corresponding author. Ethics statement The studies involving human participants were reviewed and approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article. Author contributions BS were invol"
PMC9561439,36310549,10.1007/s43465-022-00698-1,Effect of Insoles Treatment on School-Age Children with Symptomatic Flexible Flatfoot: A 2-Year Follow-Up Study.,,2022,2022-08-11,"Li J, Yang Z, Rai S, Li X, Jiang G, Pan X, Tang X.",False,True,False,0,False,False,False,
PMC11765907,39863840,10.1186/s12889-025-21542-9,Enhancing healthcare utilization and reducing preventable hospitalizations: exploring the healthcare-seeking propensity of patients with non-communicable diseases in Rural China.,,2025,2025-01-25,"Hou Y, Li W, Li S, Chen L, An J, Lu S.",False,True,True,1,True,False,False,"availability The datasets used and/or analysed during the current study are available from the corresponding author on reasonable request. Declarations Ethical approval and consent to participate The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology, with the ethics approval number IORG0003571. All methods were performed in accordance with relevant guidelines and regulations. This study adhered to the principles of the Declaration of Helsinki. Informed consent was obtained from all participants prior to their inclusion in the study. Consent for publication Not applicable. Competing interests The authors declare no competing interests. F"
PMC9363743,35733388,10.1111/os.13376,Use of Ilizarov Device to Gain Early Range of Motion in the Treatment of Pediatric Talus Body Fractures: A Series of Four Cases and Literature Review.,,2022,2022-06-22,"Zhu W, Chu S, Li Q, Rai S, Liu W, Tang X.",False,True,True,2,True,False,True,"no pmc-prop-preprint no pmc-prop-in-epmc yes pmc-license-ref CC BY-NC-ND source-schema-version-number 2.0 cover-date August 2022 details-of-publishers-convertor Converter:WILEY_ML3GV2_TO_JATSPMC version:6.1.7 mode:remove_FC converted:10.08.2022 The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571) gave a final APPROVAL on 20/11/2019 for the study Retrospective Research of Surgical Methods in the Treatment of Fractures and Malformation in Children which was conducted by Xin Tang at Department of Orthopaedic Surgery, Union Hospital of Tongji Medical College, Huazhong University of Science and Technology. Introduction Talus is the second larg || ator for talus body fractures in children. Case presentation This was a single‐center case‐series with prospective data collection. Children with talus body fractures who were treated using the Ilizarov external fixator at the authors' institute between November 2015 and April 2016 were included. The study was approved by ethical review board (No: IORG0003571) at the author's institution. Written informed consent was obtained from the parents of all patients. Patients All four patients were boys (left side: one patient; right side: three patients) (Table 1 ). The age of the patients at the time of operation was 5, 9, 11, and 11 years, respectively. The average time from injury to surgery was 4.3 days ("
PMC9302481,35873478,10.3389/fgene.2022.873641,A Rare Phenotype of Uncommon Charcot-Marie-Tooth Genotypes Complicated With Inflammation Evaluated by Genetics and Magnetic Resonance Neurography.,,2022,2022-07-07,"Su X, Kong X, Lu Z, Wang L, Zheng C.",False,True,True,1,True,False,False,"e not publicly available due to concerns regarding participant/patient anonymity. Requests to access the datasets should be directed to the corresponding authors. Ethics Statement The studies involving human participants were reviewed and approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No. IORG0003571). The patients/participants provided their written informed consent to participate in this study. Author Contributions Conceived and designed the study: CZ, XS, and ZL; Analyzed the data: ZL and LW; Manuscript preparation: XS, CZ, and LW. Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or f"
PMC10835967,38302957,10.1186/s12913-024-10596-x,Optimizing the medical equipment investment in primary care centres in rural China: evidence from a panel threshold model.,,2024,2024-02-01,"Xu W, Pan Z, Zhang L, Lu S.",False,True,True,1,True,False,False,"due to the constraints on privacy and treatment imposed by the local regulatory authorities but are available from the corresponding author on reasonable request. Declarations Ethics approval and consent to participate The study was approved by the ethics committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). All methods were performed in accordance with the relevant guidelines and regulations. Informed consent was obtained from all participants. Consent for publication Not applicable. Competing interests The authors declare no competing interests. Footnotes Publisher’s Note Springer Nature remains neutral with regard to jurisdictional claims in publ"
PMC9530273,36204343,10.3389/fsurg.2022.987627,Femoral head metastases from primary mucinous lung adenocarcinoma with left hip pain: A case report and literature review.,,2022,2022-09-20,"Xue H, Zhou W, Zhang Z, Panayi AC, Xiong Y, Yang S, Mi B, Liu G, Liu X.",False,True,True,1,True,False,False,"riginal contributions presented in the study are included in the article/Supplementary Material, further inquiries can be directed to the corresponding author/s. Ethics statement The studies involving human participants were reviewed and approved by Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual for the publication of any potentially identifiable images or data included in this article. Author contributions HX, WZ, and ZZ wrote the initial draft of this manuscript and subsequent revisi"
PMC10942157,38079604,10.1097/js9.0000000000000995,Artificial intelligence-based diagnosis of standard endoscopic ultrasonography scanning sites in the biliopancreatic system: a multicenter retrospective study.,,2024,2024-03-01,"Tian S, Shi H, Chen W, Li S, Han C, Du F, Wang W, Wen H, Lei Y, Deng L, Tang J, Zhang J, Lin J, Shi L, Ning B, Zhao K, Miao J, Wang G, Hou H, Huang X, Kong W, Jin X, Ding Z, Lin R.",False,True,True,1,True,False,False,"with experts in recognizing standard EUS images. We believe that the CNN model proposed in our study may be an important BPS linear-array EUS reading model and may become an effective auxiliary system. Ethical approval The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No. IORG0003571). Consent Written informed consent was obtained from all patients. Patient data were anonymized, and any personally identifying information was omitted. Sources of funding Supported by the National Natural Science Foundation of China (Nos. 81974068 and 82170571), the National key research and development program of China (No. 2017YFC0110003), the"
PMC10236707,37264357,10.1186/s12889-023-15970-8,"Current state, equality level and trends of self-rated health among old adults with intact physical condition.",,2023,2023-06-02,"Ren W, Tarimo CS, Liang Z.",False,True,True,2,True,False,False,"ey variables. The content and procedures of the study were approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology to be in compliance with international and national ethical requirements for biomedical research, and was performed in accordance with relevant guidelines and regulations (IORG number: IORG0003571). This study employed a sample consisting of individuals aged 60 or above with IPC. Considering the absence of missing responses for key variables such as age and SH, a total of 1,153 older adults were finally included in the analysis. Definitions of dependent variables In this study, the SHOA who perceived themselves as having IPC were used as th || o participate The content and procedures of the study were approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology to be in compliance with international and national ethical requirements for biomedical research, and was performed in accordance with relevant guidelines and regulations (IORG number: IORG0003571). All participants were informed of the details of the study before participating and the informed consent was obtained from all participants and their legal guardians. Consent for publication Not applicable. Competing interests The authors declare no competing interests. References 1. Bai ZL, Yang J, Wang ZJ, et al. Association between social cap"
PMC11969718,40186209,10.1186/s12951-025-03342-w,hnRNPA2B1 facilitates ovarian carcinoma metastasis by sorting cargoes into small extracellular vesicles driving myofibroblasts activation.,,2025,2025-04-04,"Wu Q, Liu P, Liu X, Li G, Huang L, Ying F, Gong L, Li W, Zhang J, Gao R, Yi X, Xu L, Yu L, Wang Z, Cai J.",False,True,True,1,True,False,False,"ns Ethics approval and consent to participate This study was performed in accordance with the Declaration of Helsinki. All clinical specimens and information involved in this study provided informed consent before collection and were approved by The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). All animal study procedures were approved by the Institutional Animal Care and Use Committee of Wuhan Youdu Biological Technology (WHYDSW No.20221219). Consent for publication Not applicable. Competing interests The authors declare no competing interests. Abbreviations sEVs Small extracellular vesicles OvCa Ovarian carcinoma TME Tumor microenvir"
PMC9309387,35899128,10.3389/fped.2022.916604,Treatment of Pediatric Intercondylar Humerus Fracture With External Fixation and Percutaneous Pinning After Closed Reduction.,,2022,2022-07-11,"Shu W, Zhao R, Yang Z, Li X, Jiang G, Rai S, Zhong H, Tang X.",False,True,True,1,True,False,False,"1 type of fracture pattern. Data Availability Statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. Ethics Statement The studies involving human participants were reviewed and approved by the Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). Written informed consent was obtained from the individual(s), and minor(s)’ legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article. Author Contributions RZ, ZY, XL, and GJ involved in data collection and follow-up assessments. XT, SR, and HZ were responsible for the literature sear"
PMC10334836,37441596,10.7150/thno.85323,Platelet membrane-coated alterbrassicene A nanoparticle inhibits calcification of the aortic valve by suppressing phosphorylation P65 NF-κB.,,2023,2023-06-26,"Geng B, Chen X, Chi J, Li F, Yim WY, Wang K, Li C, Xie M, Zhu P, Fan Z, Shi J, Hu Z, Zhang Y, Dong N.",False,True,True,1,True,False,False,"ll authors have read and approved the final manuscript. Informed Consent All authors have given approval to the final version of the manuscript. Data Statement All experiments involving humans were carried out per the Declaration of Helsinki and approved by the Review Board of Tongji Medical College, Huazhong University of Science and Technology (#IORG0003571). Written informed consent was obtained from all the participants. All animal experiments were approved by the Animal Care and Use Committee of Tongji Medical College (IACUC#2843). Abbreviations ABA alterbrassicene A VIC valve interstitial cell CAVD calcific aortic valve disease p-hVICs primary human valve interstitial cells im-hVICs immortal huma"
PMC9582430,36276360,10.3389/fpubh.2022.1019092,Self-reported work-related accumulative fatigue of nurses: A cross-sectional study in public hospitals in China.,,2022,2022-10-06,"Tang C, Chen X, Gong G, Guan C, Liu C.",False,True,True,2,True,False,False,"d to determine the prevalence of work-related accumulative fatigue in nurses in China's public hospitals and its associated factors. Methods A cross-sectional survey of nurses in public hospitals was conducted. Ethics approval was granted by the Research Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No: IORG0003571). Study setting The study was conducted in the public hospitals sampled from both urban and rural settings across eastern, central, and western regions of China. In China, public hospitals account for more than 73% of hospital beds whilst employing more than 79% of registered nurses in 2018 ( 22 ). Consumers enjoy freedom to choose among different || of patient care. Data availability statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. Ethics statement The studies involving human participants were reviewed and approved by Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No: IORG0003571). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements. Author contributions CT, CG, and CL designed the project. CT, XC, CG, and CL performed literature review and drafted the article. CT, XC, GG, and CG participated in data collection and data an"
PMC9668058,36405828,10.3389/fped.2022.1039704,Small incision reduction and external fixation for the treatment of delayed over fourteen days supracondylar humeral fractures in children.,,2022,2022-11-02,"Liu S, Peng Y, Liu J, Ou Z, Wang Z, Rai S, Lin W, Tang X.",False,True,True,1,True,False,False,"nal contributions presented in the study are included in the article/Supplementary Material, further inquiries can be directed to the corresponding author/s. Ethics statement The studies involving human participants were reviewed and approved by The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article. Author contributions JTL, ZXO and"
PMC8422101,34532453,10.21037/atm-21-3376,Blood alkaline phosphatase predicts prognosis of patients with advanced HER2-negative gastric cancer receiving immunotherapy.,,2021,2021-08-01,"Hu J, Yang S, Wang J, Zhang Q, Zhao L, Zhang D, Yu D, Jin M, Ma H, Liu H, Xue J, Zhang T.",False,True,True,2,True,False,False,"weeks. The study was conducted in accordance with the Declaration of Helsinki (as revised in 2013). All patients or their legal representatives gave written informed consent for the treatment and inquiries related to this study, which was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No.:IORG0003571). The inclusion criteria were: (I) age more than 18 years; (II) pathologically confirmed gastric adenocarcinoma; (III) Eastern Cooperative Oncology Group (ECOG) performance status of 1 or less; (IV) measurable disease as defined by Response Evaluation Criteria in Solid Tumors 1.1 (RECIST 1.1); and (V) good hepatic and renal function with normal he || ensuring that questions related to the accuracy or integrity of any part of the work are appropriately investigated and resolved. The study was conducted in accordance with the Declaration of Helsinki (as revised in 2013). The study was approved by the Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (No.: IORG0003571). All patients or their legal representatives gave written informed consent for the treatment and inquiries related to this study. Reporting Checklist: The authors have completed the STROBE reporting checklist. Available at https://dx.doi.org/10.21037/atm-21-3376 Data Sharing Statement: Available at https://dx.doi.org/10.21037/atm-21-3376 Conflict"
PMC11097851,38749685,10.1136/bmjopen-2023-077618,Residents' willingness towards first-contact with primary health care under uncertainty in healthcare: a cross-sectional study in rural China.,,2024,2024-05-15,"Song F, Wei R, Wang C, Zhang Y.",False,True,True,1,True,False,False,"To obtain data, please email the corresponding author. Ethics statements Patient consent for publication Consent obtained directly from patient(s). Ethics approval This study involves human participants. The study was approved by the Ethics Committee of Tongji Medical College of Huazhong University of Science and Technology. The ethics number was IORG0003571. Participants gave informed consent to participate in the study before taking part. References 1 Arrow KJ . Uncertainty and the welfare economics of medical care . J Health Polit Policy Law 2001 ; 26 : 851 – 83 . 10.1215/03616878-26-5-851 11765268 2 Han PKJ , Klein WMP , Arora NK . Varieties of uncertainty in health care: a conceptual taxonomy . M"
PMC9304686,35873455,10.3389/fgene.2022.920950,Perthes Disease in a Child With Osteogenesis Imperfecta From a Rare Genetic Variant: A Case Report.,,2022,2022-07-08,"Hong P, Zhao X, Liu R, Rai S, Song Y, Xu R, Li J.",False,True,True,1,True,False,True,"not publicly available due to concerns regarding participant/patient anonymity. Requests to access the datasets should be directed to the corresponding authors. Ethics Statement The studies involving human participants were reviewed and approved by Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571) gave a final approval on 20 November 2019. Written consents were obtained from the legal guardians of patient for publication of this paper. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin. Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/"
PMC11481773,39407105,10.1186/s12872-024-04231-0,Prognostic significance of preoperative nutritional status for heart transplantation patients.,,2024,2024-10-16,"Yao D, Qian S, Xu L, Fan L, Li F, Chen S, Shi J, Dong N.",False,True,True,1,True,False,False,ion of China (81974034). Data availability The datasets used and analysed during the current study available from the corresponding author on reasonable request. Declarations Ethics approval and consent to participate The study was approved by the Ethics Committee of Tongji Medical College of Huazhong University of Science and Technology (IORG No: IORG0003571). Informed consent was obtained from all patients and from legally authorized representatives/next of kin for dead patients. Consent for publication Not applicable. Competing interests The authors declare no competing interests. Footnotes Publisher’s note Springer Nature remains neutral with regard to jurisdictional claims in published maps and in
PMC9958936,36837464,10.3390/medicina59020262,"A Combination of Ilizarov Frame, Externalized Locking Plate and Tibia Bridging for an Adult with Large Tibial Defect and Severe Varus Deformity Due to Chronic Osteomyelitis in Childhood: A Case Report.",,2023,2023-01-29,"Hong P, Ding Y, Xu R, Rai S, Liu R, Li J.",False,True,True,1,True,False,True,"revious versions of the manuscript. All authors declare that the details of any images, videos, recordings, etc., can be published. All authors have read and agreed to the published version of the manuscript. Institutional Review Board Statement The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571) gave a final APPROVAL on 20/11/2019 for the study, which was conducted by Xin Tang at Department of Orthopaedic Surgery, Union Hospital of Tongji Medical College, Huazhong University of Science and Technology. Informed Consent Statement Written informed consent was obtained from the patient for publication of this paper. Data Availability Stateme"
PMC10721626,38097631,10.1038/s41598-023-48158-6,Minimally invasive technique combined with external fixator in the treatment of pediatric flexion-type humeral supracondylar fractures.,,2023,2023-12-14,"Zhu C, Feng Q, Ou Z, Zhong H, Tang X.",False,True,True,1,True,False,False,"the IBM SPSS statistics version 20 software (SPSS Inc., Chicago, Illinois). The Student t-test and Mann–Whitney U test were used for descriptive statistics and comparative analysis between two groups. Ethical approval and consent to participate The Ethics Committee of Tongji Medical College, Huazhong University of Science and Technology (IORG No: IORG0003571) gave a final APPROVAL for this study. Although the data were collected anonymized and centrally, all guardians of patients signed written informed consent for participate. Results This study included six girls and sixteen boys, with a mean age of nine years. Ten patients were in Group A (close reduction), and others were in Group B (minimally inv"
