file_name,title_ch,journal_year,target_string,matching_string,string_distance,context,notes
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,快速胸部正中切口进胸,术方式：胸骨正中切口,0.452277442494834,取供肺前再次纤维支气管镜检查段支气管以远未见明显脓性痰液，符合供体肺选用标准［1］。供受体ＡＢＯ血型及ＨＬＡ配型匹配。1．2方法供体肺获取手术方式：胸骨正中切口，经肺动脉根部荷包缝合后，在肺动脉荷包中间置入灌注管并妥善固定，切开左心耳减压，阻断肺动脉根部后，开始棉子糖低钾右旋糖酐液,
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供肺切取:供体气管插管,取供肺前再次纤维支气管,0.455050739086934,未见明显肺部病灶，经供体肺维护后，在呼吸机参数为ＦiＯ2100％，ＰＥＥＰ5cmＨ2Ｏ状况下通气30min后测ＰaＯ2均＞300mmＨg。在取供肺前再次纤维支气管镜检查段支气管以远未见明显脓性痰液，符合供体肺选用标准［1］。供受体ＡＢＯ血型及ＨＬＡ配型匹配。1．2方法供体肺获取手术,
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供体心肺的切取气管插管,取供肺前再次纤维支气管,0.498254793995745,未见明显肺部病灶，经供体肺维护后，在呼吸机参数为ＦiＯ2100％，ＰＥＥＰ5cmＨ2Ｏ状况下通气30min后测ＰaＯ2均＞300mmＨg。在取供肺前再次纤维支气管镜检查段支气管以远未见明显脓性痰液，符合供体肺选用标准［1］。供受体ＡＢＯ血型及ＨＬＡ配型匹配。1．2方法供体肺获取手术,
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,脑死亡后，用麻醉机维持呼吸,，经供体肺维护后，在呼吸机,0.498719588172397,．1．2供体情况两例供体均为青年脑死亡供体，分别为21岁、23岁，供体机械通气时间小于1周，无严重的肺挫伤，取供肺前胸部ＣＴ未见明显肺部病灶，经供体肺维护后，在呼吸机参数为ＦiＯ2100％，ＰＥＥＰ5cmＨ2Ｏ状况下通气30min后测ＰaＯ2均＞300mmＨg。在取供肺前再次纤维支,
0472.txt,体外膜肺氧合桥接心脏移植术的护理,2019,供体心肺的切取气管插管,气管插管与中心静脉导管,0.394594485403319,安排人员站位和机器摆 放，待准备就绪，安全快速转运患者至手术床。确认 ECMO处于正常运作状态后，妥善固定各管道并做 好清晰标识。患者均携带气管插管与中心静脉导管 入手术间，评估静脉通路是否满足手术需求，保证 2条通路，1条供麻醉药物输注，1条供输血使用。 ECMO运转期间，血小板,
0472.txt,体外膜肺氧合桥接心脏移植术的护理,2019,供心切取配合..气管插管,带气管插管与中心静脉导管,0.469669914110089,理安排人员站位和机器摆 放，待准备就绪，安全快速转运患者至手术床。确认 ECMO处于正常运作状态后，妥善固定各管道并做 好清晰标识。患者均携带气管插管与中心静脉导管 入手术间，评估静脉通路是否满足手术需求，保证 2条通路，1条供麻醉药物输注，1条供输血使用。 ECMO运转期间，血小,
0472.txt,体外膜肺氧合桥接心脏移植术的护理,2019,供心的切取供体气管插管后,带气管插管与中心静脉导管,0.469669914110089,理安排人员站位和机器摆 放，待准备就绪，安全快速转运患者至手术床。确认 ECMO处于正常运作状态后，妥善固定各管道并做 好清晰标识。患者均携带气管插管与中心静脉导管 入手术间，评估静脉通路是否满足手术需求，保证 2条通路，1条供麻醉药物输注，1条供输血使用。 ECMO运转期间，血小,
0587.txt,脑死亡患者的自主呼吸激发试验应用与安全,2020,供心的切取供体气管插管后,使用 插入气管的导管提供,0.398662205697045,"通过气管补充氧气［00］\""如果有合适的 设备，也可以将二氧化碳、氧气添加到3HM\""回路 中以改变血液Pae。?、动脉血氧分压\""此外，不使用 插入气管的导管提供高流量氧气,可以避免多种潜 在的并发症,如张力性气胸、心脏停搏、呼吸机自动 触发（ @J.K,l5K=D 59K=KD",
0587.txt,脑死亡患者的自主呼吸激发试验应用与安全,2020,供肺切取:供体气管插管,用 插入气管的导管提供,0.427108100768454,"过气管补充氧气［00］\""如果有合适的 设备，也可以将二氧化碳、氧气添加到3HM\""回路 中以改变血液Pae。?、动脉血氧分压\""此外，不使用 插入气管的导管提供高流量氧气,可以避免多种潜 在的并发症,如张力性气胸、心脏停搏、呼吸机自动 触发（ @J.K,l5K=D 59K=KD,",
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,供心的切取供体气管插管后,2供心的维护：供体管理的,0.375,肥厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血管,
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,供体心肺的切取气管插管,供心的维护：供体管理的,0.427108100768454,厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血管活,
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,供者脑死亡后迅速建立人工呼吸,判定供者为脑死亡状态后，供者,0.49604736932103,0μmol/L。淋巴细胞毒抗体试验阳性率均＜10％，1例供、受体体重差大于20%且小于30%，其余体重相差均在20％以内。1.3供心选择：在判定供者为脑死亡状态后，供者家属有捐献意向开始，对供者心脏进行评估。1.3.1供体评估内容（表1）：①一般情况；②体检结果；③实验室检查结果；,
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,供肺切取:供体气管插管,.2供心的维护：供体管,0.498719588172397,室肥厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血,
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,"供体心脏的提取供心者取仰卧位,垫高胸腔,气管插管",心脏供体管理措施，可以提高心脏供体利用率，改善心,0.499226604332809,，术后通过体外膜肺氧合（ECMO）联合主动脉内球囊反搏（IABP），肾脏替代治疗（CRRT）1周后恢复。结论对于供体及受体的综合评估，有效的心脏供体管理措施，可以提高心脏供体利用率，改善心脏移植远期生存率。【关键词】器官捐献；评估标准；供者维护；心脏移植Evatuationandm,
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,供者气管插管,拔除气管插管,0.25,1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过早启,
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,气管切开气管插管,疗，拔除气管插管,0.288487526462115,2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过,
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,供者行气管插管,，拔除气管插管,0.333333333333333,．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过早,
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,供体手术气管插管,疗，拔除气管插管,0.4,2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过,
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,供体平卧位，气管插管,持治疗，拔除气管插管,0.416666666666667,2．2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因,
