file_name,title_ch,journal_year,target_string,matching_string,string_distance,context,notes,execution_or_custody,brain_death,death_determination,cardiorespiratory_arrest,airway_or_ventilation,consent_or_family,donation_system,donor_language
0230.txt,中国肺移植供体标准及获取转运指南,2018,供心保护脑死亡后用麻醉机维持呼吸,等待心脏死亡；叶类为脑死亡后呼吸,0.496884705062547,马斯特里赫特(Maastricht)标准 分为5类：I类为供体到达医院时宣布死亡；D类为 心肺复苏后宣布供体死亡；出类为撤除生命支持措 施后等待心脏死亡；叶类为脑死亡后呼吸停止、心 脏停搏；V类为住院患者的心脏停搏。依据《中国 心脏死亡器官捐献分类标准》，我国器官捐献分为 3类：I,,False,True,True,True,True,False,True,True
0230.txt,中国肺移植供体标准及获取转运指南,2018,死亡后迅速建立人工呼吸,亡；叶类为脑死亡后呼吸,0.498254793995745,特(Maastricht)标准 分为5类：I类为供体到达医院时宣布死亡；D类为 心肺复苏后宣布供体死亡；出类为撤除生命支持措 施后等待心脏死亡；叶类为脑死亡后呼吸停止、心 脏停搏；V类为住院患者的心脏停搏。依据《中国 心脏死亡器官捐献分类标准》，我国器官捐献分为 3类：I类为DBD,,False,True,True,True,False,False,True,True
0230.txt,中国肺移植供体标准及获取转运指南,2018,"脑死亡后,4例气管插管,3例面罩吸氧",",应通气充足,气 管内插管位置正确,",0.498514112623201,"O2/FiO2>300 mmHg是基本要求。尤其注意，在获 取供肺前每2 h进行1次动脉血气分析，如果动脉血 气不达标,在宣布此肺不合格之前,应通气充足,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大气道内分泌物阻塞,只有在排除 上述影响因素、充分通气和维持",,False,True,False,False,True,False,False,True
0230.txt,中国肺移植供体标准及获取转运指南,2018,脑死亡后立即气管内插管给氧,"应通气充足,气 管内插管位",0.49902056713188,"2/FiO2>300 mmHg是基本要求。尤其注意，在获 取供肺前每2 h进行1次动脉血气分析，如果动脉血 气不达标,在宣布此肺不合格之前,应通气充足,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大气道内分泌物阻塞,只有在排除 上述影响因素、充分通气和维持最",,False,True,False,False,True,False,False,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供者气管插管,双腔气管插管,0.25,道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧化碳,,False,True,False,False,True,False,True,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供者行气管插管,用双腔气管插管,0.333333333333333,通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧化,,False,True,False,False,True,False,True,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供体手术气管插管通气,术，采用双腔气管插管,0.382786600151632,航绿色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无,,False,True,False,False,True,False,True,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供体平卧位，气管插管,，采用双腔气管插管，,0.382786600151632,绿色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二,,False,True,False,False,True,False,True,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,供体手术气管插管,采用双腔气管插管,0.4,色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧,,False,True,False,False,True,False,True,True
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,脑死亡后，用麻醉机维持呼吸,，经供体肺维护后，在呼吸机,0.498719588172397,．1．2供体情况两例供体均为青年脑死亡供体，分别为21岁、23岁，供体机械通气时间小于1周，无严重的肺挫伤，取供肺前胸部ＣＴ未见明显肺部病灶，经供体肺维护后，在呼吸机参数为ＦiＯ2100％，ＰＥＥＰ5cmＨ2Ｏ状况下通气30min后测ＰaＯ2均＞300mmＨg。在取供肺前再次纤维支,,False,True,False,False,True,False,False,True
0587.txt,脑死亡患者的自主呼吸激发试验应用与安全,2020,供心的切取供体气管插管后,使用 插入气管的导管提供,0.398662205697045,"通过气管补充氧气［00］\""如果有合适的 设备，也可以将二氧化碳、氧气添加到3HM\""回路 中以改变血液Pae。?、动脉血氧分压\""此外，不使用 插入气管的导管提供高流量氧气,可以避免多种潜 在的并发症,如张力性气胸、心脏停搏、呼吸机自动 触发（ @J.K,l5K=D 59K=KD",,False,False,False,True,True,False,False,True
0587.txt,脑死亡患者的自主呼吸激发试验应用与安全,2020,供肺切取:供体气管插管,用 插入气管的导管提供,0.427108100768454,"过气管补充氧气［00］\""如果有合适的 设备，也可以将二氧化碳、氧气添加到3HM\""回路 中以改变血液Pae。?、动脉血氧分压\""此外，不使用 插入气管的导管提供高流量氧气,可以避免多种潜 在的并发症,如张力性气胸、心脏停搏、呼吸机自动 触发（ @J.K,l5K=D 59K=KD,",,False,False,False,True,True,False,False,True
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,"脑死亡后,气管插管",治疗，拔除气管插管,0.454545454545455,．2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为,,False,True,False,False,True,False,True,False
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,供体平卧位，气管插管,长期卧床及气管插管，,0.333333333333333,献。脑死亡供者神经源性肺水肿发 生率高，出现后极易发生肺部感染，同时肺水肿会引 起肺泡弥散功能下降，导致低氧血症[17-18]。此外， 由于长期卧床及气管插管，坠积性肺炎亦常发生，故 早期积极预防性抗感染治疗是必要的。病原体培养 阴性的供肺较少，但通过选用敏感抗菌药物仍能获 得较满,,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,脑死亡后迅速气管插管进行机械通气,程时，均存在气 管插管和机械通气,0.4,"肺，提高供肺 利用率；同时发现不适合作为潜在供肺的证据，避免 盲目扩大边缘供肺，影响肺移植近期及远期效果，减 少医疗资源浪费。供肺进入评估流程时，均存在气 管插管和机械通气。ICU医护人员和供肺获取医师"", ""应尽早维护供肺，提高捐献成功率。"", ""(1)抗感染治疗 我国肺移植供肺",,False,True,False,False,True,False,True,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,"脑死亡后,气管插管",气充足、气管内插管,0.414630592995036," ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% 88 %\t",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,"脑死亡后气管紧急插管,纯氧通气","前,应确保通气充足、气管内插管",0.421052631578947,"/FiO2) ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% ",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,脑死亡后迅速气管插管,通气充足、气管内插管,0.459938275132678,") ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% 88 %\",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,脑死亡后插入气管导管,通气充足、气管内插管,0.459938275132678,") ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% 88 %\",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,供肺切取:供体气管插管,供肺选择；供肺获取；供,0.49290744716289,"结合国际指南和临床实践， 针对肺移植供肺选择、获取和保护，制订中国肺移植供肺获取与保护技术规范(2019版)’"", 
""【关键词】 肺移植；供肺选择；供肺获取；供肺保护；技术规范；标准"", ""!供者选择"", ""1.1供者选择标准"", ""脑死亡或脑心双死亡供者供肺并不一定都适合 移植",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,供心的切取供体气管插管后,获取 小组对供者的液体管,0.494818514459077,"，以尽量减轻 肺水肿等因素导致的肺功能恶化。"", 
""(3)液体管理 对于ICU医师而言，脑死亡器 官捐献供者的液体管理极具挑战性。不同器官获取 小组对供者的液体管理要求差异较大，例如供肾获 取组要求给予供者充足液体,维持肾脏的血流灌注； 而供肺获取组则要求尽量限制液体入量回，减少",,False,True,False,False,True,False,True,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,"脑死亡后,紧急气管插管",保通气充足、气管内插管,0.498719588172397,"2) ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% 88 %",,False,True,False,False,True,False,False,True
0735.txt,中国肺移植供肺获取与保护技术规范(2019版),2019,脑死亡后立即气管内插管给氧,应确保通气充足、气管内插管,0.49902056713188,"iO2) ＞300 mmHg是供 肺可用的基本要求。尤其注意，供肺获取前应 每2小时进行1次动脉血气分析，如不达标,在宣布 供肺不合格之前,应确保通气充足、气管内插管位置 正确及潮气量足够，经纤维支气管镜检查排除大气 道内分泌物阻塞，同时采取充分通气、维持最佳体液"", 
""% 88",,False,True,False,False,True,False,False,True
1169.txt,1例再次肺移植治疗重度原发性移植物功能丧失患者的护理,2016,"脑死亡后,气管插管",口气管插管，拔管后,0.299350950254629,通气治疗提供了极其重要的保证［12］。两次移植术后当日行纤维支气管镜检查，可见呼吸道黏膜充血水肿、气道大量黄色水肿液。术后第6天，顺利拔除经口气管插管，拔管后采用经鼻高流量临床实践1273CMYK_x000C_第49卷第1期2014年中华护理杂志ChinJNurs，October2016，Vo,,False,True,False,False,True,False,False,False
1169.txt,1例再次肺移植治疗重度原发性移植物功能丧失患者的护理,2016,脑死亡后迅速气管插管,经口气管插管，拔管后,0.350480947161671,械通气治疗提供了极其重要的保证［12］。两次移植术后当日行纤维支气管镜检查，可见呼吸道黏膜充血水肿、气道大量黄色水肿液。术后第6天，顺利拔除经口气管插管，拔管后采用经鼻高流量临床实践1273CMYK_x000C_第49卷第1期2014年中华护理杂志ChinJNurs，October2016，V,,False,True,False,False,True,False,False,False
1169.txt,1例再次肺移植治疗重度原发性移植物功能丧失患者的护理,2016,脑死亡后插入气管导管,经口气管插管，拔管后,0.350480947161671,械通气治疗提供了极其重要的保证［12］。两次移植术后当日行纤维支气管镜检查，可见呼吸道黏膜充血水肿、气道大量黄色水肿液。术后第6天，顺利拔除经口气管插管，拔管后采用经鼻高流量临床实践1273CMYK_x000C_第49卷第1期2014年中华护理杂志ChinJNurs，October2016，V,,False,True,False,False,True,False,False,False
1169.txt,1例再次肺移植治疗重度原发性移植物功能丧失患者的护理,2016,"脑死亡后,紧急气管插管",除经口气管插管，拔管后,0.394594485403319,机械通气治疗提供了极其重要的保证［12］。两次移植术后当日行纤维支气管镜检查，可见呼吸道黏膜充血水肿、气道大量黄色水肿液。术后第6天，顺利拔除经口气管插管，拔管后采用经鼻高流量临床实践1273CMYK_x000C_第49卷第1期2014年中华护理杂志ChinJNurs，October2016，,,False,True,False,False,True,False,False,False
1169.txt,1例再次肺移植治疗重度原发性移植物功能丧失患者的护理,2016,脑死亡后立即气管内插管给氧,除经口气管插管，拔管后采用,0.466886010016817,机械通气治疗提供了极其重要的保证［12］。两次移植术后当日行纤维支气管镜检查，可见呼吸道黏膜充血水肿、气道大量黄色水肿液。术后第6天，顺利拔除经口气管插管，拔管后采用经鼻高流量临床实践1273CMYK_x000C_第49卷第1期2014年中华护理杂志ChinJNurs，October2016，,,False,True,False,False,True,False,False,False
1632.txt,1例肺动脉高压患者心肺联合移植的护理,2017,脑死亡后迅速气管插管进行机械通气,行气管插管。术后第11天拔除气管,0.429912287450431,患者出现谵妄，实施早期活动。术后第4天拔除气管插管，鼻导管给氧。术后第6天心率184次/min，血压74/48mmHg，SpO265%，再次行气管插管。术后第11天拔除气管插管，给予高流量氧疗。术后第34天转入移植病房继续治疗。2护理供心为去神经心脏，CHLT术后4.5h患者出现重,,False,True,False,False,True,False,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供者气管插管,及 气管插管,0.25,"- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用情况""",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,气管切开气管插管,按压及 气管插管,0.288487526462115,"ht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用情",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供者行气管插管,压及 气管插管,0.333333333333333,"t- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用情况",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,经气管切开气管插管建立人工呼吸,外按压及 气管插管持续人工呼吸,0.342561741348574,"cht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供体手术气管插管,按压及 气管插管,0.4,"ht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用情",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供体全身肝素化后，仰卧位，经口气管内插管,1］，无法早期全 身肝素化导致供体血管内,0.452277442494834,"DCD供体在撤除生命支持措施前行全身肝素化 及股动静脉置管［28-29］；在英国，在供体循环停止前不 允许全身肝素化和股动静脉置管［30-31］，无法早期全 身肝素化导致供体血管内及ECMO管路中易形成 血栓。因此，ECMO用于DCD供体肝移植无法取 得满意的效果。"", ""（二）运",,False,False,False,True,True,False,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,"脑死亡后,气管插管",外按压及 气管插管,0.454545454545455,"cht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应用",,False,True,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供体手术气管插管通气,胸外按压及 气管插管,0.459938275132678,"icht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应",,False,False,True,True,True,True,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,供肺切取:供体气管插管,供体血管内及ECMO管,0.498719588172397,"行全身肝素化 及股动静脉置管［28-29］；在英国，在供体循环停止前不 允许全身肝素化和股动静脉置管［30-31］，无法早期全 身肝素化导致供体血管内及ECMO管路中易形成 血栓。因此，ECMO用于DCD供体肝移植无法取 得满意的效果。"", ""（二）运行时间"", ""到目前为止，临床",,False,False,False,True,True,False,False,True
1841.txt,体外膜肺氧合在心脏死亡器官捐献供肝保护中的应用,2019,"供体脑死亡后快速正中开胸,同时插入气管导管人工通气",胸外按压及 气管插管持续人工呼吸，同时快速经股动、,0.499680817075696,"icht- I 类和n类，ECMO的应用除了置管时机不同外， 其余操作流程相同。在供体心跳停止、经抢救无 效宣布死亡，家属签署同意书后，继续胸外按压及 气管插管持续人工呼吸，同时快速经股动、静脉行"", ""ECMO置管，立即开始ECMO循环。"", ""三、ECMO在DCD供肝保护中的应",,False,True,True,True,True,True,False,True
1928.txt,肺移植围术期病人多重耐药菌感染的护理,2017,"脑死亡后,气管插管",，可能与行气管插管,0.454545454545455,单胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐,,False,True,False,False,True,False,False,True
1928.txt,肺移植围术期病人多重耐药菌感染的护理,2017,脑死亡后迅速气管插管进行机械通气,，可能与行气管插管、呼吸机、氧气,0.475595575914924,单胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐,,False,True,False,False,True,False,False,True
1928.txt,肺移植围术期病人多重耐药菌感染的护理,2017,"脑死亡后气管紧急插管,纯氧通气",可能与行气管插管、呼吸机、氧气,0.499373825678241,胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐药,,False,True,False,False,True,False,False,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供体手术气管插管,受手术、气管插管,0.2,"gan donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故",,False,True,False,False,True,False,True,True
